X,Y,NAME,POINT_NM,MATERIAL,DPWT,ADR_KNM,CATEGORY,ID,OBS_CODE,OBS_POST_ID
125.9304203,34.24541944,거차수도 부근,동거차 상송도,암,2~3.4,전라남도 진도군,1,1051,DT_0028,진도
125.8492294,34.22550667,거차수도 부근,죽도 등대 부근,암,3.4~6,전라남도 진도군,1,1052,DT_0028,진도
125.8466383,34.21708917,거차수도 부근,맹골 돔바위,암,1.5~1.9,전라남도 진도군,1,1053,DT_0028,진도
126.0937208,34.277575,독거군도 부근,하조도 매동여,"펄, 조개껍질",0.1~4.1,전라남도 진도군,1,1054,DT_0028,진도
126.0964281,34.27077083,독거군도 부근,죽항 북쪽 철탑 밑,"펄, 조개껍질",1.4~6.9,전라남도 진도군,1,1055,DT_0028,진도
126.1155439,34.25757361,독거군도 부근,죽항 담추서,조개껍질,3.9~8.2,전라남도 진도군,1,1056,DT_0028,진도
126.1100136,34.26118944,독거군도 부근,죽항 남쪽 갯바위,조개껍질,1.5~6.7,전라남도 진도군,1,1057,DT_0028,진도
126.0922639,34.26829667,독거군도 부근,죽항 송도,"자갈, 조개껍질",6.1~8,전라남도 진도군,1,1058,DT_0028,진도
126.1438661,34.26570528,독거군도 부근,슬도 북쪽 넓은자리,암,3.2~5.1,전라남도 진도군,1,1059,DT_0028,진도
126.1503897,34.26623472,독거군도 부근,슬도 북단,암,3.2~4.7,전라남도 진도군,1,1060,DT_0028,진도
126.1557214,34.25975972,독거군도 부근,슬도 선창 갯바위,암,1~4.7,전라남도 진도군,1,1061,DT_0028,진도
126.1556883,34.25411583,독거군도 부근,소슬도,암,1~2.2,전라남도 진도군,1,1062,DT_0028,진도
126.1682722,34.26721056,독거군도 부근,변도,암,7.7~26,전라남도 진도군,1,1063,DT_0028,진도
126.1728669,34.26380139,독거군도 부근,구도 북단,암,10.5~11.7,전라남도 진도군,1,1064,DT_0028,진도
126.1776189,34.261485,독거군도 부근,구도 남단,암,3.3~11.7,전라남도 진도군,1,1065,DT_0028,진도
126.1824042,34.26270833,독거군도 부근,독거 북단,암,3.3~14.2,전라남도 진도군,1,1066,DT_0028,진도
126.1824703,34.25373083,독거군도 부근,독거 동쪽 선창,펄,12~12.3,전라남도 진도군,1,1067,DT_0028,진도
126.1498019,34.22117417,독거군도 부근,화단도,암,0.5~18.2,전라남도 진도군,1,1068,DT_0028,진도
126.1642486,34.22764528,독거군도 부근,초도,암,0.2~9.5,전라남도 진도군,1,1069,DT_0028,진도
126.1704825,34.23153722,독거군도 부근,간암여,암,17.6~23.5,전라남도 진도군,1,1070,DT_0028,진도
126.2844731,33.96877778,추자군도,다무래미 갯바위,암,0.8~1.1,제주특별자치도 제주시,1,1071,DT_0021,추자도
126.2944333,33.96590194,추자군도,최영장군 사당 앞,암,1.1~1.9,제주특별자치도 제주시,1,1072,DT_0021,추자도
126.3037692,33.95279501,추자군도,추자대교,암,0.1~0.2,제주특별자치도 제주시,1,1073,DT_0021,추자도
126.3128417,33.95444528,추자군도,목리 인근 갯바위,암,0.1~1.5,제주특별자치도 제주시,1,1074,DT_0021,추자도
126.3415228,33.95369889,추자군도,신대산전망터 앞,암,1.1~2.1,제주특별자치도 제주시,1,1075,DT_0021,추자도
126.3409475,33.9462475,추자군도,모정의 쉼터 부근,암,1.2~3.1,제주특별자치도 제주시,1,1076,DT_0021,추자도
126.3006625,33.95189778,추자군도,모진해수욕장 갯바위,암,1.2~4.8,제주특별자치도 제주시,1,1077,DT_0021,추자도
126.3282342,33.93523361,추자군도,석죽머리 부근,"모래, 조개껍질",0.1~1.8,제주특별자치도 제주시,1,1078,DT_0021,추자도
126.3287356,33.92980139,추자군도,오리똥여 부근,암,2.1~6.9,제주특별자치도 제주시,1,1079,DT_0021,추자도
126.3162442,33.94073389,추자군도,신양리 갯바위,암,2.5~2.2,제주특별자치도 제주시,1,1080,DT_0021,추자도
126.3093161,33.93921333,추자군도,섬생이 좌측,암,2.5~9.4,제주특별자치도 제주시,1,1081,DT_0021,추자도
126.3028403,33.95025417,추자군도,발전소 부근,암,0.2~7.1,제주특별자치도 제주시,1,1082,DT_0021,추자도
126.2858125,33.96151944,추자군도,새말 갯바위,암,0.8~1.1,제주특별자치도 제주시,1,1083,DT_0021,추자도
126.2837006,33.96428583,추자군도,청석 갯바위,암,0.8~1.1,제주특별자치도 제주시,1,1084,DT_0021,추자도
126.3060125,33.97426889,추자군도,염도 좌측,암,0.8~1.1,제주특별자치도 제주시,1,1085,DT_0021,추자도
126.3090122,33.97400194,추자군도,염도 우측,암,0.4~1.9,제주특별자치도 제주시,1,1086,DT_0021,추자도
126.3129733,33.97591917,추자군도,검둥여 부근,암,0.4~1.9,제주특별자치도 제주시,1,1087,DT_0021,추자도
126.3155947,33.97533722,추자군도,검둥여,암,0.4~1.9,제주특별자치도 제주시,1,1088,DT_0021,추자도
126.3211503,33.98575694,추자군도,추포도 남측 갯바위,암,3.0~17.1,제주특별자치도 제주시,1,1089,DT_0021,추자도
126.3237717,33.98798861,추자군도,추포도 북측 갯바위,"거친모래, 조개껍질",1.0~3.6,제주특별자치도 제주시,1,1090,DT_0021,추자도
126.3298286,34.0105625,추자군도,횡간도 좌측 끝,"거친모래, 조개껍질",2.3~2.4,제주특별자치도 제주시,1,1091,DT_0021,추자도
126.3480972,34.00397167,추자군도,횡간도 우측 끝,"거친모래, 조개껍질",3.8~6.2,제주특별자치도 제주시,1,1092,DT_0021,추자도
126.4628814,34.42705361,해남반도 부근,송평 해수욕장 죽도,"펄, 조개껍질",2.7~3.1,전라남도 해남군,1,1093,DT_0028,진도
126.4738114,34.37876556,해남반도 부근,어란리 서측,펄,0.6~1.7,전라남도 해남군,1,1094,DT_0028,진도
126.4992211,34.35814833,해남반도 부근,대성식품 길 끝,펄,0.4~0.7,전라남도 해남군,1,1095,DT_0028,진도
126.5137833,34.34329806,해남반도 부근,소죽리 죽도,펄,0.8~1.3,전라남도 해남군,1,1096,DT_0028,진도
126.5167456,34.33913917,해남반도 부근,소죽리 중도,펄,0.3~0.6,전라남도 해남군,1,1097,DT_0028,진도
126.50915,34.299315,해남반도 부근,양도,암,0.5~3.1,전라남도 완도군,1,1098,DT_0027,완도
126.6176561,34.3386825,완도 부근,연초도 갯바위,펄,-0.4~0.3,전라남도 해남군,1,1099,DT_0027,완도
126.6735803,34.41769889,완도 부근,만수리 남측 갯바위,펄,-1.1~-0.5,전라남도 해남군,1,1100,DT_0027,완도
126.6968961,34.43840917,완도 부근,방산리 해안,펄,-0.8~-0.7,전라남도 해남군,1,1101,DT_0027,완도
126.7339639,34.44581917,완도 부근,내도 갯바위,펄,-0.8~1.5,전라남도 해남군,1,1102,DT_0027,완도
126.7393953,34.46165,완도 부근,사내방조제,펄,0.2~0.4,전라남도 강진군,1,1103,DT_0027,완도
126.7006875,34.41347083,완도 부근,고마도 서측 해안,펄,-0.7~-0.5,전라남도 완도군,1,1104,DT_0027,완도
126.7108603,34.41801639,완도 부근,고마도 북측 해안,펄,-0.8~-0.7,전라남도 완도군,1,1105,DT_0027,완도
126.7248725,34.40614806,완도 부근,고마도 동측 갯바위,펄,0~2,전라남도 완도군,1,1106,DT_0027,완도
126.7327258,34.401505,완도 부근,사후도 북측 갯바위,펄,0~2,전라남도 완도군,1,1107,DT_0027,완도
126.7450819,34.39923194,완도 부근,사후도 동측 갯바위,펄,-1.0~0.1,전라남도 완도군,1,1108,DT_0027,완도
126.7429167,34.39052083,완도 부근,사후도 남측 갯바위,펄,-1.0~0.1,전라남도 완도군,1,1109,DT_0027,완도
126.7508931,34.45052944,강진만 부근,복도 갯바위,"펄, 모래",-3.4~1.2,전라남도 강진군,1,1110,DT_0027,완도
126.7574683,34.56574556,강진만 부근,만덕호 좌측,펄,0~2,전라남도 강진군,1,1111,DT_0027,완도
126.7590958,34.56968083,강진만 부근,만덕호 갈대밭,펄,0~2,전라남도 강진군,1,1112,DT_0027,완도
126.7640603,34.5675775,강진만 부근,만덕호 우측,펄,0~2,전라남도 강진군,1,1113,DT_0027,완도
126.7898617,34.53496806,강진만 부근,가우도 출렁다리 근처,펄,0~2,전라남도 강진군,1,1114,DT_0027,완도
126.7787419,34.53705889,강진만 부근,가우도 북측 갯바위,펄,0~2,전라남도 강진군,1,1115,DT_0027,완도
126.7830786,34.53031972,강진만 부근,가우도 남측 갯바위,펄,0~2,전라남도 강진군,1,1116,DT_0027,완도
126.7902369,34.46192528,강진만 부근,외호도 갯바위,"펄, 모래",0.2~0.6,전라남도 강진군,1,1117,DT_0027,완도
126.9784169,34.47162889,득량만 부근,정남진해양낚시공원,펄,0.1~1.2,전라남도 장흥군,1,1118,DT_0026,고흥발포
127.0024836,34.55758167,득량만 부근,장환마을하단,펄,1~1.4,전라남도 장흥군,1,1119,DT_0026,고흥발포
127.1434983,34.58792861,득량만 부근,신흥 부근,펄,1.2~1.9,전라남도 고흥군,1,1120,DT_0026,고흥발포
127.1190014,34.50417222,득량만 부근,남생리 부근,암,0.3~0.6,전라남도 고흥군,1,1121,DT_0026,고흥발포
127.0912769,34.59653833,득량만 부근,득량도 좌측,펄,1.8~3.5,전라남도 고흥군,1,1122,DT_0026,고흥발포
127.1102703,34.59642194,득량만 부근,득량도 우측하단끝,펄,1.4~3.1,전라남도 고흥군,1,1123,DT_0026,고흥발포
127.1077378,34.60247833,득량만 부근,득량도 우측,펄,0.5~0.8,전라남도 고흥군,1,1124,DT_0026,고흥발포
127.0116836,34.61260361,고흥호 부근,장재도 남측해안,펄,0.9~1,전라남도 장흥군,1,1125,DT_0026,고흥발포
127.1465597,34.69341778,고흥호 부근,연동부근해안,펄,0.1~0.2,전라남도 보성군,1,1126,DT_0026,고흥발포
127.2126611,34.74125389,고흥호 부근,득량만방조제,펄,0.3~0.5,전라남도 보성군,1,1127,DT_0026,고흥발포
127.3078828,34.7269725,고흥호 부근,우도 상단,펄,0.2~1.5,전라남도 고흥군,1,1128,DT_0026,고흥발포
127.2241331,34.65353861,고흥호 부근,고흥만방조제,펄,0.8~1.6,전라남도 고흥군,1,1129,DT_0026,고흥발포
127.2335617,34.47342444,거금수도 부근,한옥민박 옆,펄,2.3~2.9,전라남도 고흥군,1,1130,DT_0026,고흥발포
127.2385392,34.51649056,거금수도 부근,남촌휴양지 남측,펄,0.1~1.3,전라남도 고흥군,1,1131,DT_0026,고흥발포
127.2997408,34.44052,거금수도 부근,지죽도 북측,"펄, 조개껍질",2.1~9,전라남도 고흥군,1,1132,DT_0026,고흥발포
127.3028661,34.43345278,거금수도 부근,지죽도 남서측,"펄, 조개껍질",3.2~7.9,전라남도 고흥군,1,1133,DT_0026,고흥발포
127.3290269,34.43529583,거금수도 부근,소염도,암,2.1~3.5,전라남도 고흥군,1,1134,DT_0026,고흥발포
127.321015,34.46896667,거금수도 부근,구암리 해안길,펄,0.1~0.2,전라남도 고흥군,1,1135,DT_0026,고흥발포
127.3819767,34.47912806,거금수도 부근,추도,펄,5.3~5.5,전라남도 고흥군,1,1136,DT_0026,고흥발포
127.3876903,34.50524529,거금수도 부근,까치목골 앞,펄,1.3~1.5,전라남도 고흥군,1,1137,DT_0026,고흥발포
127.4138428,34.51118639,거금수도 부근,두리도 남측,펄,2.9~3.2,전라남도 고흥군,1,1138,DT_0026,고흥발포
127.4069633,34.51206944,거금수도 부근,달금골 동측,펄,0.5~2.7,전라남도 고흥군,1,1139,DT_0026,고흥발포
127.409725,34.5195225,거금수도 부근,남성리 해수욕장,펄,0.1~2.7,전라남도 고흥군,1,1140,DT_0026,고흥발포
127.4251453,34.51130972,거금수도 부근,성두도 남측,펄,0.9~2.8,전라남도 고흥군,1,1141,DT_0026,고흥발포
127.2414908,34.41635167,거금수도 부근,시산도 북측,펄,0.5~2.9,전라남도 고흥군,1,1142,DT_0026,고흥발포
127.2743736,34.3791975,거금수도 부근,대바래섬 북측,"펄, 모래",1.9~9,전라남도 고흥군,1,1143,DT_0026,고흥발포
127.4756111,34.63508333,낭도 부근,신기촌들 갯바위,"모래, 조개껍질",0.2~0.3,전라남도 고흥군,1,1144,DT_0026,고흥발포
127.5335167,34.62455583,낭도 부근,하과도 서측,암,2.3~8.5,전라남도 여수시,1,1145,DT_0016,여수
127.5405619,34.6232825,낭도 부근,둔병도 남측,암,6.8~17.9,전라남도 여수시,1,1146,DT_0016,여수
127.5520125,34.62741972,낭도 부근,둔병도 동측,암,4.1~11.3,전라남도 여수시,1,1147,DT_0016,여수
127.5257636,34.60265472,낭도 부근,낭도 철탑 밑,암,1.6~6.3,전라남도 여수시,1,1148,DT_0016,여수
127.5386964,34.60407333,낭도 부근,낭도 터미널 앞,암,1.1~1.8,전라남도 여수시,1,1149,DT_0016,여수
127.5576506,34.61696944,낭도 부근,낭도산 남측,"펄, 조개껍질",4.3~8.1,전라남도 여수시,1,1150,DT_0016,여수
127.5659031,34.61334111,낭도 부근,낭도산 동측,"펄, 조개껍질",10~17.5,전라남도 여수시,1,1151,DT_0016,여수
127.5575506,34.60230361,낭도 부근,낭도 해안가 옆,암,1~3,전라남도 여수시,1,1152,DT_0016,여수
127.5507717,34.60116056,낭도 부근,낭도 해안,암,1~3,전라남도 여수시,1,1153,DT_0016,여수
127.5411781,34.59603028,낭도 부근,해안길 우측,암,2.6~4.9,전라남도 여수시,1,1154,DT_0016,여수
127.5398875,34.59607139,낭도 부근,해안길 좌측,암,2.6~4.9,전라남도 여수시,1,1155,DT_0016,여수
127.5534033,34.59257306,낭도 부근,사도 서측,암,1.3~2.2,전라남도 여수시,1,1156,DT_0016,여수
127.5585831,34.58985278,낭도 부근,사도 해안길,암,0.7~5.9,전라남도 여수시,1,1157,DT_0016,여수
127.5710497,34.59062417,낭도 부근,추도 남측,암,3.8~6,전라남도 여수시,1,1158,DT_0016,여수
127.5938761,34.5970975,낭도 부근,상화도 서측,"모래, 조개껍질",1.2~8.5,전라남도 여수시,1,1159,DT_0016,여수
127.5964492,34.6001,낭도 부근,상화도 해변가,"모래, 조개껍질",2.1~13.5,전라남도 여수시,1,1160,DT_0016,여수
127.6069089,34.6040525,낭도 부근,상화도 북측,펄,3.6~8.9,전라남도 여수시,1,1161,DT_0016,여수
127.6059094,34.58881278,낭도 부근,하화도 서측,펄,4.7~10.6,전라남도 여수시,1,1162,DT_0016,여수
127.6149036,34.59239417,낭도 부근,하화도 해안길,펄,1.8~3.2,전라남도 여수시,1,1163,DT_0016,여수
127.37675,34.73588889,순천만 부근,신작 부근,펄,0.1~0.9,전라남도 고흥군,1,1164,DT_0055,순천만
127.3896111,34.75111111,순천만 부근,선정 부근,펄,0.2~1,전라남도 고흥군,1,1165,DT_0055,순천만
127.5611814,34.77526889,순천만 부근,궁항갯바위 부근,펄,1.1~2.6,전라남도 여수시,1,1166,DT_0055,순천만
127.5591578,34.77055472,순천만 부근,달천도 부근,펄,1.1~3.6,전라남도 여수시,1,1167,DT_0055,순천만
127.5592411,34.74820444,순천만 부근,대운두도 부근,펄,0.7~6.1,전라남도 여수시,1,1168,DT_0055,순천만
127.5818258,34.745235,순천만 부근,이천리갯바위 끝,펄,0.2~1,전라남도 여수시,1,1169,DT_0055,순천만
127.5067764,34.75731861,순천만 부근,교량낚시터,펄,0.4~1.2,전라남도 여수시,1,1170,DT_0055,순천만
127.5105656,34.75741472,순천만 부근,소여자도 갯바위,펄,0.4~1.1,전라남도 여수시,1,1171,DT_0055,순천만
127.5045028,34.75534611,순천만 부근,대여자도 하단,펄,1.2~1.8,전라남도 여수시,1,1172,DT_0055,순천만
127.6365472,34.71893083,여수엑스포 부근,용주마을 부근,펄,1.3~3.4,전라남도 여수시,1,1173,DT_0016,여수
127.6652281,34.74679528,여수엑스포 부근,장도 인근 다리,펄,2.4~2.7,전라남도 여수시,1,1174,DT_0016,여수
127.7254292,34.72198389,여수엑스포 부근,국동항 인근,"펄, 모래",6.3~8.4,전라남도 여수시,1,1175,DT_0016,여수
127.7425175,34.7099225,여수엑스포 부근,노도 인근,펄,1.9~7.1,전라남도 여수시,1,1176,DT_0016,여수
127.7879453,34.69410417,여수엑스포 부근,내치도 하단,펄,3.1~4.7,전라남도 여수시,1,1177,DT_0016,여수
127.7922592,34.68593917,여수엑스포 부근,혈서 상단,펄,4.5~4.9,전라남도 여수시,1,1178,DT_0016,여수
127.7506453,34.76963389,여수엑스포 부근,검은모래해변 부근,펄,0.8~9.8,전라남도 여수시,1,1179,DT_0016,여수
127.7488467,34.78075194,여수엑스포 부근,검은모래해변 부근,암,0.4~1.2,전라남도 여수시,1,1180,DT_0016,여수
127.7573658,34.79364083,여수엑스포 부근,오천동해수욕장,암,8.4~9.9,전라남도 여수시,1,1181,DT_0016,여수
127.7699492,34.81390472,여수엑스포 부근,신덕해수욕장 부근,펄,0.7~7.8,전라남도 여수시,1,1182,DT_0016,여수
127.7577739,34.95960722,광양만 부근,배알도해수욕장 부근,"펄, 모래",0~2.0,전라남도 광양시,1,1183,DT_0049,광양
127.7759444,34.940625,광양만 부근,마도 갯바위,"펄, 모래",-2.2~2.0,경상남도 하동군,1,1184,DT_0049,광양
127.8822167,34.95033806,광양만 부근,한려주유소 앞,암,0.1~6.5,경상남도 하동군,1,1185,DT_0049,광양
127.8113961,34.86272306,광양만 부근,유포마을 부근,"펄, 모래",0~3.1,경상남도 남해군,1,1186,DT_0049,광양
127.0761897,34.19593361,황제도,알매섬,암,3.1~8.2,전라남도 완도군,1,1187,DT_0027,완도
127.0808906,34.19296278,황제도,황제도 등대 밑,암,4.1~6.9,전라남도 완도군,1,1188,DT_0027,완도
127.0826119,34.18942111,황제도,땅콩여 동측,"모래, 조개껍질",6.6~16,전라남도 완도군,1,1189,DT_0027,완도
127.0752958,34.18774972,황제도,황제도 남단,암,6.2~17.1,전라남도 완도군,1,1190,DT_0027,완도
127.0698089,34.19074139,황제도,철탑,암,12.9~17.1,전라남도 완도군,1,1191,DT_0027,완도
127.1330625,34.21648583,황제도,흰여,암,17.2~21.5,전라남도 완도군,1,1192,DT_0027,완도
127.1523289,34.20391722,황제도,소마도,암,5.4~22,전라남도 완도군,1,1193,DT_0027,완도
127.1535372,34.20527861,황제도,장도 서측,암,5.2~10,전라남도 완도군,1,1194,DT_0027,완도
127.1568144,34.20352528,황제도,장도 홈통,암,20~22,전라남도 완도군,1,1195,DT_0027,완도
127.1659925,34.20248694,황제도,장도 남동측,암,20~26,전라남도 완도군,1,1196,DT_0027,완도
127.1772067,34.20785722,황제도,장도 동측,펄,23~41,전라남도 완도군,1,1197,DT_0027,완도
127.3633483,34.29337306,손죽열도 부근,반초섬 맞은편,펄,2.5~2.8,전라남도 여수시,1,1198,DT_0016,여수
127.3647981,34.29475028,손죽열도 부근,반초섬 남측,펄,2.5~2.8,전라남도 여수시,1,1199,DT_0016,여수
127.3711703,34.28720361,손죽열도 부근,손죽 동측,펄,14.9~15.4,전라남도 여수시,1,1200,DT_0016,여수
127.348325,34.284685,손죽열도 부근,손죽 서측,펄,9.1~12.7,전라남도 여수시,1,1201,DT_0016,여수
127.3484408,34.28768417,손죽열도 부근,손죽 서측 낮은 자리,펄,9.1~12.7,전라남도 여수시,1,1202,DT_0016,여수
127.3511775,34.29550722,손죽열도 부근,손죽 등대 밑,펄,8.6~26,전라남도 여수시,1,1203,DT_0016,여수
127.3544517,34.29174,손죽열도 부근,손죽 해안,펄,6.3~8.6,전라남도 여수시,1,1204,DT_0016,여수
127.3541458,34.28787611,손죽열도 부근,손죽 해수욕장,펄,2.4~2.8,전라남도 여수시,1,1205,DT_0016,여수
127.3712114,34.29544556,손죽열도 부근,잔거리 서측,펄,2.9~9.6,전라남도 여수시,1,1206,DT_0016,여수
127.3738656,34.29461528,손죽열도 부근,잔거리 넓은 자리,펄,2.9~9.6,전라남도 여수시,1,1207,DT_0016,여수
127.3804058,34.29563778,손죽열도 부근,잔거리 홈통,펄,9.6~15.3,전라남도 여수시,1,1208,DT_0016,여수
127.3819436,34.29591889,손죽열도 부근,잔거리 동측,펄,9.6~15.3,전라남도 여수시,1,1209,DT_0016,여수
127.3876569,34.2874575,손죽열도 부근,소거문 서측 인근,펄,4.7~7.6,전라남도 여수시,1,1210,DT_0016,여수
127.3858878,34.28879583,손죽열도 부근,소거문 서측,펄,4.7~7.6,전라남도 여수시,1,1211,DT_0016,여수
127.3965125,34.29760722,손죽열도 부근,소거문 북단,암,7.3~9.9,전라남도 여수시,1,1212,DT_0016,여수
127.399365,34.29607694,손죽열도 부근,소거문 계단,펄,7.9~9.9,전라남도 여수시,1,1213,DT_0016,여수
127.402755,34.29014083,손죽열도 부근,소거문 동측,펄,6.8~9.9,전라남도 여수시,1,1214,DT_0016,여수
127.3930481,34.28235139,손죽열도 부근,소거문 해안,펄,8.4~10.4,전라남도 여수시,1,1215,DT_0016,여수
127.3905842,34.27823333,손죽열도 부근,소거문 서코지,펄,10.4~20,전라남도 여수시,1,1216,DT_0016,여수
127.38793,34.28011389,손죽열도 부근,소거문 서코지 좌측,펄,7.6~20,전라남도 여수시,1,1217,DT_0016,여수
127.3883517,34.28263972,손죽열도 부근,소거문 홈통,펄,7.6~20,전라남도 여수시,1,1218,DT_0016,여수
127.4482633,34.25733111,간수제도,소평도 서측 홈통,암,12.6~18.3,전라남도 여수시,1,1219,DT_0016,여수
127.4520006,34.25831972,간수제도,소평도 계단,암,18.3~20,전라남도 여수시,1,1220,DT_0016,여수
127.4505372,34.25672694,간수제도,소평도 남측,암,18.3~20,전라남도 여수시,1,1221,DT_0016,여수
127.4490886,34.25657167,간수제도,소평도 남서측,암,12.3~18.3,전라남도 여수시,1,1222,DT_0016,여수
127.4551922,34.24682639,간수제도,평도 우측 넓은 자리,암,12.3~16.5,전라남도 여수시,1,1223,DT_0016,여수
127.5326575,34.26979083,간수제도,광도 북측,암,4.7~10.4,전라남도 여수시,1,1224,DT_0016,여수
127.5283083,34.26451889,간수제도,광도 서측 홈통,암,18.2~18.5,전라남도 여수시,1,1225,DT_0016,여수
127.5304994,34.2607225,간수제도,광도 남측,암,18.2~18.5,전라남도 여수시,1,1226,DT_0016,여수
127.3842647,34.05998333,대삼부도,노루섬 갯바위,암,0.6~14.3,전라남도 여수시,1,1227,DT_0016,여수
127.3879561,34.05950722,대삼부도,절밑 갯바위,암,2~4.7,전라남도 여수시,1,1228,DT_0016,여수
127.3860994,34.05679417,대삼부도,첫곶부리 갯바위,암,12.3~19.6,전라남도 여수시,1,1229,DT_0016,여수
127.3847653,34.05404222,대삼부도,덜섬 끝바리 부근,암,0.1~13.8,전라남도 여수시,1,1230,DT_0016,여수
127.3856456,34.05328889,대삼부도,덜섬 끝바리,암,0.1~13.8,전라남도 여수시,1,1231,DT_0016,여수
127.3877911,34.05493278,대삼부도,덜섬사이 골창여,암,1~14.5,전라남도 여수시,1,1232,DT_0016,여수
127.39162,34.05751778,대삼부도,남측 직벽,암,0.3~8.2,전라남도 여수시,1,1233,DT_0016,여수
127.39705,34.05563583,대삼부도,구멍섬 갯바위,암,0.6~0.7,전라남도 여수시,1,1234,DT_0016,여수
127.3980044,34.05547778,대삼부도,쌍굴 근처 갯바위,암,0.6~0.7,전라남도 여수시,1,1235,DT_0016,여수
127.3973139,34.05660639,대삼부도,동측 갯바위,암,0.4~0.6,전라남도 여수시,1,1236,DT_0016,여수
127.3982906,34.05720167,대삼부도,동측 갯바위,암,0.4~5.1,전라남도 여수시,1,1237,DT_0016,여수
127.3957406,34.05886389,대삼부도,똥여부근 갯바위,암,0.3~3.1,전라남도 여수시,1,1238,DT_0016,여수
127.3901678,34.06122194,대삼부도,동굴 좌측,암,0.2~0.8,전라남도 여수시,1,1239,DT_0016,여수
127.3893811,34.06110278,대삼부도,동굴 우측,암,0.2~0.8,전라남도 여수시,1,1240,DT_0016,여수
127.3872436,34.06232306,대삼부도,북동쪽 홈통,암,0.3~0.8,전라남도 여수시,1,1241,DT_0016,여수
127.3865039,34.06279917,대삼부도,북쪽 끝바리,암,0.3~0.8,전라남도 여수시,1,1242,DT_0016,여수
127.793695,34.46008833,연도,검등서 갯바위,암,2.3~2.9,전라남도 여수시,1,1243,DT_0016,여수
127.8045722,34.46111472,연도,철탑밑 갯바위,암,2.3~3.6,전라남도 여수시,1,1244,DT_0016,여수
127.8076539,34.45947861,연도,모경말 갯바위,암,2.8~3.6,전라남도 여수시,1,1245,DT_0016,여수
127.8168769,34.45117889,연도,배미말 갯바위,암,2.7~3.5,전라남도 여수시,1,1246,DT_0016,여수
127.8053581,34.42840667,연도,동부 근처 갯바위,암,0.1~9.7,전라남도 여수시,1,1247,DT_0016,여수
127.8094964,34.42493139,연도,연도 산태바위,암,0.2~1.6,전라남도 여수시,1,1248,DT_0016,여수
127.8080358,34.41719222,연도,만작굴,암,1.6~25,전라남도 여수시,1,1249,DT_0016,여수
127.8058336,34.40841139,연도,소룡단 갯바위,암,0.2~1.6,전라남도 여수시,1,1250,DT_0016,여수
127.7986967,34.40962639,연도,대룡단 갯바위,암,0.7~1.3,전라남도 여수시,1,1251,DT_0016,여수
127.7965389,34.41689417,연도,덕포 갯바위,암,0.7~1.3,전라남도 여수시,1,1252,DT_0016,여수
127.7888208,34.41282722,연도,연도 대바위,암,1.3~3.1,전라남도 여수시,1,1253,DT_0016,여수
127.7850753,34.43019,연도,절리서 근처 갯바위,암,1.1~1.5,전라남도 여수시,1,1254,DT_0016,여수
127.7941211,34.45358528,연도,역포 서측 갯바위,암,0.2~1.9,전라남도 여수시,1,1255,DT_0016,여수
127.9980314,35.03470861,사천대교 부근,조도마을 앞,펄,-1.7~-2.2,경상남도 사천시,1,1256,DT_0061,삼천포
128.0040086,35.04463194,사천대교 부근,덕진포교,펄,-1.5~-1.7,경상남도 사천시,1,1257,DT_0061,삼천포
128.0098278,35.05007083,사천대교 부근,환덕리 묵곡천,펄,-1.7~-2.1,경상남도 사천시,1,1258,DT_0061,삼천포
128.0348883,35.02311417,사천대교 부근,화곡관광농원 앞,펄,0.1~3.4,경상남도 사천시,1,1259,DT_0061,삼천포
128.0378464,35.01956444,사천대교 부근,법도 맞은편,펄,0.1~1.5,경상남도 사천시,1,1260,DT_0061,삼천포
128.0427342,35.00842972,사천대교 부근,금문들 앞,펄,0.1~1.5,경상남도 사천시,1,1261,DT_0061,삼천포
128.0321147,34.95881556,진주만 부근,"삼분갑 근처 갯바위
(*삼천포 마리나 포인트)",암,1.2~6.3,경상남도 사천시,1,1262,DT_0061,삼천포
128.0343575,34.95099028,진주만 부근,산분령 유료낚시터,암,2.0~4.0,경상남도 사천시,1,1263,DT_0061,삼천포
128.0337406,34.93505583,진주만 부근,산분령 앞 마동도,암,0.1~2.2,경상남도 사천시,1,1264,DT_0061,삼천포
128.0456964,34.92470139,진주만 부근,초양도 남동측,암,5.7~10.4,경상남도 사천시,1,1265,DT_0061,삼천포
128.04959,34.92569695,진주만 부근,삼천포대교 밑 갯바위,암,1.2~11.1,경상남도 사천시,1,1266,DT_0061,삼천포
128.1496417,34.90436944,진주만 부근,상족암 유람선 갯바위,암,1.5~3.8,경상남도 고성군,1,1267,DT_0061,삼천포
128.1496417,34.90436944,자란만 부근,상족암 유람선 뒷편,암,1.5~3.8,경상남도 고성군,1,1268,DT_0061,삼천포
128.2555833,34.93728889,자란만 부근,.솔섬 맞은편,펄,0.1~4.8,경상남도 고성군,1,1269,DT_0061,삼천포
128.3303361,34.95546111,자란만 부근,오토캠핑장 앞,펄,0.5~0.8,경상남도 고성군,1,1270,DT_0061,삼천포
128.3198361,34.90907222,자란만 부근,가오치 마을 앞,펄,0.6~2.9,경상남도 통영시,1,1271,DT_0014,통영
128.3085242,34.75579667,추도 부근,오리바위 끝,암,2.3~6.7,경상남도 통영시,1,1272,DT_0014,통영
128.3068667,34.75148111,추도 부근,농바위 끝,암,3.6~6.3,경상남도 통영시,1,1273,DT_0014,통영
